# Generated 20260524-165119 - 350 distinct sponsors for AMB-700829 Double Diamond wave
# bucket|slug|EP|ETSize|DTL|DTR|DirectSponsored|MemberId|CurRankName
A_SilverCand|lt-a222f227-w5-i44-dff404|6|0|6.0000|6.0000|0|AMB-935572|Lifestyle
A_SilverCand|lt-c8241e81-w1-i51-89a36e|6|0|.0000|.0000|0|AMB-265401|Lifestyle
A_SilverCand|lt-ecd8fb8e-w1-i298-81e297|6|0|6.0000|6.0000|0|AMB-650409|Lifestyle
A_SilverCand|lt-a222f227-w3-i38-9d99e1|6|0|54.0000|54.0000|0|AMB-491661|Lifestyle
A_SilverCand|lt-b036a425-w1-i273-147f75|6|0|6.0000|6.0000|0|AMB-021837|Lifestyle
A_SilverCand|lt-a222f227-w3-i19-7cb90b|6|0|42.0000|78.0000|0|AMB-296170|Lifestyle
A_SilverCand|lt-9d788e06-w1-i4-6b166d|6|0|.0000|.0000|0|AMB-532053|Lifestyle
A_SilverCand|lt-ecd8fb8e-w1-i284-3b0f8c|6|0|114.0000|12.0000|0|AMB-370374|Lifestyle
A_SilverCand|lt-57ae4616-w1-i26-77a3e6|6|0|.0000|.0000|0|AMB-991594|Lifestyle
A_SilverCand|lt-9d788e06-w1-i317-12ffbf|6|0|6.0000|6.0000|0|AMB-575202|Lifestyle
A_SilverCand|lt-a222f227-w4-i60-013084|6|0|18.0000|30.0000|0|AMB-986120|Lifestyle
A_SilverCand|lt-c8241e81-w1-i268-9e4c81|6|0|.0000|.0000|0|AMB-282812|Lifestyle
A_SilverCand|lt-9d788e06-w1-i342-06a10d|6|0|.0000|.0000|0|AMB-969159|Lifestyle
A_SilverCand|lt-a222f227-w3-i45-023130|6|0|42.0000|42.0000|0|AMB-980391|Lifestyle
A_SilverCand|lt-c8241e81-w1-i134-084b61|6|0|6.0000|6.0000|0|AMB-145421|Lifestyle
A_SilverCand|lt-c4b8202b-w1-i69-57d850|6|0|6.0000|6.0000|0|AMB-301705|Lifestyle
A_SilverCand|lt-a222f227-w4-i50-bd317a|6|0|18.0000|18.0000|0|AMB-211917|Lifestyle
A_SilverCand|lt-b036a425-w1-i22-fd2659|6|0|.0000|.0000|0|AMB-026509|Lifestyle
A_SilverCand|lt-9d788e06-w1-i54-b2bf70|6|0|18.0000|30.0000|0|AMB-842534|Lifestyle
A_SilverCand|lt-ecd8fb8e-w1-i36-fcb139|6|0|.0000|.0000|0|AMB-831919|Lifestyle
A_SilverCand|lt-b036a425-w1-i233-332366|6|0|.0000|.0000|0|AMB-613728|Lifestyle
A_SilverCand|lt-57ae4616-w1-i62-4a2a44|6|0|.0000|.0000|0|AMB-097166|Lifestyle
A_SilverCand|lt-57ae4616-w1-i51-b8e1db|6|0|.0000|.0000|0|AMB-562245|Lifestyle
A_SilverCand|lt-c4b8202b-w1-i189-601a70|6|0|.0000|.0000|0|AMB-021254|Lifestyle
A_SilverCand|lt-b036a425-w1-i109-7c5420|6|0|6.0000|6.0000|0|AMB-920515|Lifestyle
A_SilverCand|lt-a222f227-w3-i47-3b2276|6|0|42.0000|54.0000|0|AMB-059417|Lifestyle
A_SilverCand|lt-c8241e81-w1-i159-62b728|6|0|.0000|.0000|0|AMB-751897|Lifestyle
A_SilverCand|lt-c4b8202b-w1-i271-f7d427|6|0|6.0000|6.0000|0|AMB-017517|Lifestyle
A_SilverCand|lt-a222f227-w5-i161-c854ec|6|0|6.0000|6.0000|0|AMB-518465|Lifestyle
A_SilverCand|lt-c4b8202b-w1-i157-dd2c33|6|0|6.0000|6.0000|0|AMB-361094|Lifestyle
A_SilverCand|lt-a222f227-w5-i95-d01b30|6|0|6.0000|18.0000|0|AMB-258823|Lifestyle
A_SilverCand|lt-c8241e81-w1-i256-a46536|6|0|.0000|.0000|0|AMB-262217|Lifestyle
A_SilverCand|lt-c8241e81-w1-i320-52744c|6|0|.0000|.0000|0|AMB-754504|Lifestyle
A_SilverCand|lt-b036a425-w1-i241-1c7386|6|0|.0000|.0000|0|AMB-781682|Lifestyle
A_SilverCand|lt-b036a425-w1-i148-b031bf|6|0|.0000|.0000|0|AMB-578139|Lifestyle
A_SilverCand|lt-9d788e06-w1-i390-d165aa|6|0|.0000|.0000|0|AMB-189215|Lifestyle
A_SilverCand|lt-c4b8202b-w1-i54-b62112|6|0|6.0000|18.0000|0|AMB-772786|Lifestyle
A_SilverCand|lt-b036a425-w1-i297-4aa34f|6|0|6.0000|6.0000|0|AMB-620616|Lifestyle
A_SilverCand|lt-a222f227-w5-i83-0cb8fe|6|0|6.0000|6.0000|0|AMB-010060|Lifestyle
A_SilverCand|lt-b036a425-w1-i44-16575e|6|0|.0000|.0000|0|AMB-083539|Lifestyle
A_SilverCand|lt-c4b8202b-w1-i129-a26aa0|6|0|.0000|.0000|0|AMB-081792|Lifestyle
A_SilverCand|lt-c8241e81-w1-i34-6f53f8|6|0|.0000|.0000|0|AMB-574240|Lifestyle
A_SilverCand|lt-c8241e81-w1-i313-0b8e95|6|0|.0000|.0000|0|AMB-743311|Lifestyle
A_SilverCand|lt-b036a425-w1-i249-354303|6|0|18.0000|6.0000|0|AMB-602502|Lifestyle
A_SilverCand|lt-b036a425-w1-i173-f50724|6|0|.0000|.0000|0|AMB-275173|Lifestyle
A_SilverCand|lt-9d788e06-w1-i39-6d6611|6|0|6.0000|6.0000|0|AMB-812384|Lifestyle
A_SilverCand|lt-c4b8202b-w1-i57-776d3e|6|0|18.0000|6.0000|0|AMB-050255|Lifestyle
A_SilverCand|lt-b036a425-w1-i2-c548b5|6|0|.0000|.0000|0|AMB-776864|Lifestyle
A_SilverCand|lt-b036a425-w1-i101-fce949|6|0|.0000|.0000|0|AMB-891195|Lifestyle
A_SilverCand|lt-a222f227-w3-i52-a56f5d|6|0|42.0000|54.0000|0|AMB-170577|Lifestyle
A_SilverCand|lt-c4b8202b-w1-i77-88ceb5|6|0|6.0000|6.0000|0|AMB-329694|Lifestyle
A_SilverCand|lt-c8241e81-w1-i201-52e44e|6|0|.0000|.0000|0|AMB-560331|Lifestyle
A_SilverCand|lt-ecd8fb8e-w1-i21-b67f58|6|0|6.0000|6.0000|0|AMB-158199|Lifestyle
A_SilverCand|lt-a222f227-w4-i37-95074a|6|0|30.0000|18.0000|0|AMB-746181|Lifestyle
A_SilverCand|lt-c4b8202b-w1-i222-c98df2|6|0|.0000|.0000|0|AMB-813309|Lifestyle
A_SilverCand|lt-a222f227-w2-i27-203e05|6|0|138.0000|114.0000|0|AMB-131381|Lifestyle
A_SilverCand|lt-9d788e06-w1-i153-855bd5|6|0|.0000|.0000|0|AMB-938133|Lifestyle
A_SilverCand|lt-9d788e06-w1-i295-637993|6|0|18.0000|18.0000|0|AMB-157402|Lifestyle
A_SilverCand|lt-b036a425-w1-i179-030101|6|0|.0000|.0000|0|AMB-208355|Lifestyle
A_SilverCand|lt-a222f227-w4-i76-ff996b|6|0|18.0000|18.0000|0|AMB-031625|Lifestyle
A_SilverCand|lt-9d788e06-w1-i190-abf31b|6|0|6.0000|6.0000|0|AMB-701951|Lifestyle
A_SilverCand|lt-9d788e06-w1-i282-335ae1|6|0|6.0000|6.0000|0|AMB-275489|Lifestyle
A_SilverCand|lt-b036a425-w1-i78-ba95ab|6|0|.0000|.0000|0|AMB-968784|Lifestyle
A_SilverCand|lt-ecd8fb8e-w1-i128-9fcb6f|6|0|.0000|.0000|0|AMB-275741|Lifestyle
A_SilverCand|lt-c4b8202b-w1-i136-725637|6|0|6.0000|6.0000|0|AMB-080565|Lifestyle
A_SilverCand|lt-9d788e06-w1-i287-60b14b|6|0|42.0000|42.0000|0|AMB-720708|Lifestyle
B_GoldCand|lt-ecd8fb8e-w1-i65-51eee5|60|9|48.0000|.0000|6|AMB-371541|1
B_GoldCand|lt-a222f227-w1-i4-309a2c|54|8|54.0000|.0000|7|AMB-230696|1
B_GoldCand|lt-c4b8202b-w1-i274-c6a9f5|54|8|.0000|.0000|7|AMB-063656|1
B_GoldCand|lt-c727361f-l50-8-480021|48|7|222.0000|234.0000|6|AMB-025292|1
B_GoldCand|lt-8ff5dfd4-w1-i166-dc0285|48|7|42.0000|6.0000|6|AMB-737549|1
B_GoldCand|lt-a222f227-w1-i8-ec044e|48|7|66.0000|.0000|6|AMB-312154|1
B_GoldCand|lt-c727361f-l50-18-299542|48|7|450.0000|450.0000|6|AMB-949251|1
B_GoldCand|lt-ecd8fb8e-w1-i17-a7d365|48|7|6.0000|6.0000|6|AMB-462068|1
B_GoldCand|lt-c727361f-l50-30-61af1c|48|7|222.0000|270.0000|6|AMB-565130|1
B_GoldCand|lt-a222f227-w2-i23-d45bd6|48|7|120.0000|102.0000|6|AMB-379840|1
B_GoldCand|lt-8ff5dfd4-w1-i138-1c1883|48|7|246.0000|18.0000|6|AMB-610638|1
B_GoldCand|lt-c4b8202b-w1-i50-1596af|48|7|6.0000|18.0000|6|AMB-287059|1
B_GoldCand|lt-a222f227-w3-i20-2fa3e3|48|7|54.0000|42.0000|7|AMB-406929|1
B_GoldCand|lt-a222f227-w3-i35-7ab391|48|7|66.0000|42.0000|6|AMB-454097|1
B_GoldCand|lt-c727361f-l20-17-c080ec|48|7|18.0000|450.0000|6|AMB-293056|1
B_GoldCand|lt-a222f227-w4-i34-c7175c|48|7|18.0000|18.0000|6|AMB-148679|1
B_GoldCand|lt-8ff5dfd4-w1-i180-88c193|42|6|18.0000|6.0000|6|AMB-945318|1
B_GoldCand|lt-9d788e06-w1-i130-770de2|42|6|42.0000|42.0000|6|AMB-449467|1
B_GoldCand|lt-ecd8fb8e-w1-i118-13dea0|42|6|246.0000|30.0000|6|AMB-878442|1
B_GoldCand|lt-a222f227-w2-i7-1dea45|42|6|24.0000|.0000|6|AMB-346510|1
B_GoldCand|lt-ecd8fb8e-w1-i28-f54f9e|42|6|6.0000|6.0000|6|AMB-783772|1
B_GoldCand|lt-c4b8202b-w1-i210-8325cf|42|6|.0000|.0000|5|AMB-357636|1
B_GoldCand|lt-a222f227-w4-i119-b6e922|42|6|30.0000|18.0000|6|AMB-460921|1
B_GoldCand|lt-ecd8fb8e-w1-i254-7ebb06|42|6|.0000|.0000|5|AMB-655831|1
B_GoldCand|lt-ecd8fb8e-w1-i45-76f72b|42|6|66.0000|12.0000|5|AMB-386732|1
B_GoldCand|lt-8ff5dfd4-w1-i155-3aeb8d|42|6|42.0000|18.0000|6|AMB-899107|1
B_GoldCand|lt-ecd8fb8e-w1-i70-7f2549|42|6|6.0000|6.0000|6|AMB-138649|1
B_GoldCand|lt-8ff5dfd4-w1-i81-58abbd|42|6|270.0000|42.0000|6|AMB-263704|1
B_GoldCand|lt-8ff5dfd4-w1-i178-aa6795|42|6|450.0000|90.0000|6|AMB-121432|1
B_GoldCand|lt-8ff5dfd4-w1-i140-604bda|42|6|54.0000|18.0000|6|AMB-519091|1
B_GoldCand|lt-9d788e06-w1-i26-feef8d|42|6|.0000|.0000|6|AMB-318396|1
B_GoldCand|lt-a222f227-w5-i5-9b57b7|42|6|18.0000|18.0000|6|AMB-183146|1
B_GoldCand|lt-c4b8202b-w1-i121-416f77|42|6|.0000|.0000|6|AMB-115382|1
B_GoldCand|lt-a222f227-w4-i6-e0f5f7|42|6|30.0000|42.0000|6|AMB-025286|1
B_GoldCand|lt-c727361f-l50-19-c987e8|42|6|492.0000|414.0000|6|AMB-080633|1
B_GoldCand|lt-c727361f-l50-29-0f88cb|42|6|6.0000|162.0000|6|AMB-992580|1
B_GoldCand|lt-8ff5dfd4-w1-i44-020097|42|6|42.0000|18.0000|6|AMB-608942|1
B_GoldCand|lt-a222f227-w2-i15-168d86|42|6|114.0000|138.0000|5|AMB-626511|1
B_GoldCand|lt-9d788e06-w1-i117-41a2a8|42|6|6.0000|6.0000|6|AMB-127953|1
B_GoldCand|lt-ecd8fb8e-w1-i85-5bcd28|42|6|.0000|.0000|6|AMB-277628|1
B_GoldCand|lt-a222f227-w1-i5-dc0016|42|6|96.0000|.0000|6|AMB-482157|1
B_GoldCand|lt-a222f227-w1-i7-215819|42|6|90.0000|.0000|6|AMB-165091|1
B_GoldCand|lt-ecd8fb8e-w1-i271-38dcba|42|6|822.0000|36.0000|6|AMB-946306|1
B_GoldCand|lt-8ff5dfd4-w1-i55-2e97cb|42|6|270.0000|42.0000|6|AMB-851773|1
B_GoldCand|lt-ecd8fb8e-w1-i27-916a71|42|6|234.0000|18.0000|6|AMB-398472|1
B_GoldCand|lt-8ff5dfd4-w1-i92-326278|42|6|270.0000|42.0000|6|AMB-772645|1
B_GoldCand|lt-c727361f-l50-7-fbdc88|36|5|210.0000|198.0000|5|AMB-622519|1
B_GoldCand|lt-c727361f-l50-22-e9681d|36|5|1872.0000|1818.0000|5|AMB-116728|1
B_GoldCand|lt-a222f227-w5-i29-41c18f|36|5|6.0000|6.0000|5|AMB-978200|1
B_GoldCand|lt-ecd8fb8e-w1-i94-623275|36|5|6.0000|6.0000|5|AMB-138593|1
B_GoldCand|lt-ecd8fb8e-w1-i8-eee5db|36|5|6.0000|6.0000|5|AMB-848012|1
B_GoldCand|lt-a222f227-w5-i19-1932e1|36|5|18.0000|18.0000|5|AMB-568848|1
B_GoldCand|lt-ecd8fb8e-w1-i19-3392ea|36|5|6.0000|6.0000|5|AMB-078618|1
B_GoldCand|lt-a222f227-w2-i0-9f4fb5|36|5|6.0000|.0000|5|AMB-371091|1
B_GoldCand|lt-a222f227-w5-i55-d3501d|36|5|6.0000|18.0000|5|AMB-719546|1
B_GoldCand|lt-c727361f-l50-26-67b60f|36|5|6.0000|42.0000|5|AMB-418929|1
B_GoldCand|lt-c727361f-l50-34-f41287|24|3|6.0000|18.0000|3|AMB-938926|1
C_PlatinumCand|lt-c727361f-l50-47-558676|174|28|6.0000|210.0000|21|AMB-941361|2
C_PlatinumCand|p-33f6d261-up8|162|26|252.0000|2514.0000|11|AMB-110891|2
C_PlatinumCand|lt-c727361f-l20-6-75e807|150|24|6.0000|354.0000|10|AMB-128599|2
C_PlatinumCand|lt-c4b8202b-w1-i142-d52199|150|24|.0000|.0000|7|AMB-052766|2
C_PlatinumCand|lt-c727361f-l10-6-a9b292|150|24|18.0000|726.0000|12|AMB-778503|2
C_PlatinumCand|lt-c727361f-l50-6-d78cb7|144|23|402.0000|552.0000|21|AMB-349471|2
C_PlatinumCand|lt-ecd8fb8e-w1-i159-07a59c|144|23|.0000|.0000|10|AMB-261186|2
C_PlatinumCand|lt-a222f227-w2-i6-300cf9|144|23|126.0000|138.0000|10|AMB-027275|2
C_PlatinumCand|lt-a222f227-w5-i131-a723a0|126|20|6.0000|6.0000|7|AMB-855173|2
C_PlatinumCand|lt-c4b8202b-w1-i45-e1b982|114|18|.0000|.0000|12|AMB-450721|2
C_PlatinumCand|lt-c727361f-l50-37-c9e060|114|18|6.0000|66.0000|11|AMB-100286|2
C_PlatinumCand|lt-a222f227-w5-i87-443918|108|17|6.0000|6.0000|12|AMB-745095|2
C_PlatinumCand|lt-ecd8fb8e-w1-i120-604587|108|17|.0000|.0000|10|AMB-851934|2
C_PlatinumCand|lt-c727361f-l50-13-d847ec|108|17|186.0000|234.0000|16|AMB-857647|2
C_PlatinumCand|lt-a222f227-w5-i68-ecf49e|108|17|6.0000|6.0000|10|AMB-418748|2
C_PlatinumCand|lt-ecd8fb8e-w1-i82-c54fd5|108|17|90.0000|12.0000|10|AMB-960705|2
C_PlatinumCand|lt-c727361f-l5-3-a8e07f|108|17|30.0000|906.0000|10|AMB-388596|2
C_PlatinumCand|lt-c727361f-l20-8-ba356d|108|17|18.0000|582.0000|11|AMB-099711|2
C_PlatinumCand|lt-ecd8fb8e-w1-i248-5a87d6|108|17|6.0000|6.0000|5|AMB-754455|2
C_PlatinumCand|lt-a222f227-w5-i69-672215|108|17|6.0000|6.0000|10|AMB-120036|2
C_PlatinumCand|lt-a222f227-w3-i31-fb747b|108|17|42.0000|42.0000|5|AMB-454309|2
C_PlatinumCand|lt-c4b8202b-w1-i168-b1194c|102|16|6.0000|6.0000|15|AMB-632691|2
C_PlatinumCand|lt-c727361f-l10-9-f05372|102|16|18.0000|702.0000|10|AMB-162476|2
C_PlatinumCand|lt-c727361f-l50-27-232d28|102|16|.0000|.0000|10|AMB-651107|2
C_PlatinumCand|p-33f6d261-up17|90|14|108.0000|.0000|8|AMB-657049|2
C_PlatinumCand|lt-c727361f-l20-13-5764a0|90|14|6.0000|390.0000|7|AMB-526298|2
C_PlatinumCand|lt-a222f227-w4-i116-72670b|90|14|18.0000|18.0000|12|AMB-975856|2
C_PlatinumCand|lt-8ff5dfd4-w1-i93-233800|90|14|486.0000|90.0000|6|AMB-812474|2
C_PlatinumCand|lt-c727361f-l20-9-5eef70|90|14|6.0000|294.0000|7|AMB-052527|2
C_PlatinumCand|lt-a222f227-w5-i31-c089ed|84|13|6.0000|6.0000|7|AMB-517978|2
C_PlatinumCand|lt-c727361f-l50-32-9fea75|84|13|258.0000|258.0000|12|AMB-232054|2
C_PlatinumCand|lt-a222f227-w5-i51-1d8ddc|84|13|6.0000|18.0000|7|AMB-196845|2
C_PlatinumCand|lt-c4b8202b-w1-i9-9c2581|84|13|6.0000|6.0000|12|AMB-919479|2
C_PlatinumCand|lt-c727361f-l50-43-cd6878|84|13|426.0000|426.0000|12|AMB-889519|2
C_PlatinumCand|lt-a222f227-w2-i9-7cada7|78|12|30.0000|.0000|12|AMB-674818|2
C_PlatinumCand|lt-c727361f-l20-18-3d09b3|78|12|6.0000|270.0000|12|AMB-635068|2
C_PlatinumCand|lt-c727361f-l50-33-81ba86|78|12|234.0000|210.0000|12|AMB-035954|2
C_PlatinumCand|lt-a222f227-w5-i106-f650b1|78|12|6.0000|6.0000|12|AMB-688116|2
C_PlatinumCand|lt-c727361f-l50-39-2a9bb9|78|12|6.0000|90.0000|12|AMB-766765|2
D_TitaniumCand|lt-c727361f-l20-0-450e9c|876|145|6.0000|414.0000|40|AMB-211134|3
D_TitaniumCand|p-33f6d261-up3|546|90|192.0000|42.0000|23|AMB-102786|3
D_TitaniumCand|p-33f6d261-up11|456|75|126.0000|.0000|31|AMB-386162|3
D_TitaniumCand|lt-c727361f-l20-15-e73f6c|396|65|6.0000|342.0000|39|AMB-376439|3
D_TitaniumCand|lt-c727361f-l2-1-8bee5a|366|60|42.0000|1050.0000|24|AMB-577886|3
D_TitaniumCand|lt-c727361f-l20-12-fd791d|348|57|6.0000|282.0000|29|AMB-924337|3
D_TitaniumCand|lt-c727361f-l50-44-9c6509|306|50|6.0000|30.0000|26|AMB-103421|3
D_TitaniumCand|p-33f6d261-up1|276|45|240.0000|102.0000|15|AMB-932756|3
D_TitaniumCand|lt-c727361f-l20-3-b56cd8|270|44|30.0000|546.0000|28|AMB-697885|3
D_TitaniumCand|lt-c727361f-l20-1-52747e|264|43|6.0000|402.0000|26|AMB-052156|3
D_TitaniumCand|lt-c727361f-l20-16-e78ceb|258|42|18.0000|630.0000|28|AMB-710416|3
D_TitaniumCand|lt-c727361f-l2-0-8a3bcc|228|37|54.0000|990.0000|28|AMB-580115|3
D_TitaniumCand|lt-c727361f-l20-7-5f6c6c|222|36|6.0000|486.0000|29|AMB-933181|3
D_TitaniumCand|lt-c727361f-l50-21-d99e45|222|36|6.0000|198.0000|25|AMB-599626|3
D_TitaniumCand|lt-a222f227-w3-i6-abd4a8|222|36|42.0000|42.0000|12|AMB-944930|3
D_TitaniumCand|probe-f315ad|210|34|102.0000|.0000|15|AMB-095648|3
D_TitaniumCand|lt-c727361f-l20-19-9e0d55|204|33|18.0000|426.0000|21|AMB-946234|3
D_TitaniumCand|p-33f6d261-up15|192|31|114.0000|.0000|13|AMB-041797|3
E_PadFill|lt-c727361f-l50-25-3565d1|12|1|234.0000|210.0000|1|AMB-181501|Lifestyle
E_PadFill|lt-a222f227-w3-i13-114b0b|12|1|102.0000|114.0000|1|AMB-731109|Lifestyle
E_PadFill|lt-a222f227-w3-i12-dff96b|12|1|72.0000|54.0000|1|AMB-066263|Lifestyle
E_PadFill|lt-a222f227-w3-i55-ba30d7|12|1|78.0000|54.0000|1|AMB-699318|Lifestyle
E_PadFill|lt-a222f227-w3-i42-3ffb30|12|1|42.0000|42.0000|1|AMB-367989|Lifestyle
E_PadFill|lt-c727361f-l50-4-aba804|12|1|954.0000|858.0000|1|AMB-436299|Lifestyle
E_PadFill|lt-a222f227-w4-i89-187ff2|12|1|30.0000|18.0000|1|AMB-819421|Lifestyle
E_PadFill|lt-a222f227-w4-i20-1721bf|12|1|18.0000|18.0000|1|AMB-119524|Lifestyle
E_PadFill|lt-a222f227-w4-i40-81975f|12|1|18.0000|30.0000|1|AMB-482997|Lifestyle
E_PadFill|lt-a222f227-w3-i58-40ca1d|12|1|66.0000|42.0000|1|AMB-458123|Lifestyle
E_PadFill|lt-a222f227-w4-i66-57f127|12|1|30.0000|18.0000|1|AMB-027468|Lifestyle
E_PadFill|lt-a222f227-w3-i43-f79346|12|1|54.0000|42.0000|1|AMB-517379|Lifestyle
E_PadFill|lt-a222f227-w3-i48-bbc4f3|12|1|66.0000|42.0000|1|AMB-699073|Lifestyle
E_PadFill|lt-a222f227-w4-i12-010dd1|12|1|54.0000|54.0000|1|AMB-812831|Lifestyle
E_PadFill|lt-a222f227-w4-i41-e1a369|12|1|18.0000|30.0000|1|AMB-327945|Lifestyle
E_PadFill|lt-a222f227-w4-i22-c79260|12|1|18.0000|18.0000|1|AMB-277632|Lifestyle
E_PadFill|lt-a222f227-w4-i67-3cae63|12|1|42.0000|18.0000|1|AMB-920620|Lifestyle
E_PadFill|lt-a222f227-w4-i21-b955a4|12|1|18.0000|18.0000|1|AMB-594454|Lifestyle
E_PadFill|lt-a222f227-w4-i79-7987f4|6|0|18.0000|18.0000|0|AMB-338110|Lifestyle
E_PadFill|lt-a222f227-w4-i23-73a490|6|0|42.0000|66.0000|0|AMB-754914|Lifestyle
E_PadFill|lt-a222f227-w4-i59-d03732|6|0|30.0000|18.0000|0|AMB-784868|Lifestyle
E_PadFill|lt-a222f227-w4-i65-edd6dd|6|0|18.0000|18.0000|0|AMB-262826|Lifestyle
E_PadFill|lt-a222f227-w4-i57-fb48ba|6|0|18.0000|30.0000|0|AMB-591274|Lifestyle
E_PadFill|lt-a222f227-w4-i49-10dd6a|6|0|42.0000|54.0000|0|AMB-783798|Lifestyle
E_PadFill|lt-a222f227-w4-i53-7d32b4|6|0|18.0000|18.0000|0|AMB-006655|Lifestyle
E_PadFill|lt-a222f227-w4-i48-9b9a39|6|0|18.0000|48.0000|0|AMB-548214|Lifestyle
E_PadFill|lt-a222f227-w4-i77-62b9d1|6|0|30.0000|18.0000|0|AMB-908773|Lifestyle
E_PadFill|lt-a222f227-w4-i95-60814a|6|0|18.0000|30.0000|0|AMB-261190|Lifestyle
E_PadFill|lt-a222f227-w4-i117-25621e|6|0|54.0000|18.0000|0|AMB-944433|Lifestyle
E_PadFill|lt-a222f227-w4-i54-211eff|6|0|30.0000|48.0000|0|AMB-817074|Lifestyle
E_PadFill|lt-a222f227-w4-i75-d9a785|6|0|30.0000|30.0000|0|AMB-089471|Lifestyle
E_PadFill|lt-a222f227-w4-i81-4925aa|6|0|30.0000|18.0000|0|AMB-042661|Lifestyle
E_PadFill|lt-a222f227-w4-i93-3b29fa|6|0|30.0000|30.0000|0|AMB-949701|Lifestyle
E_PadFill|lt-a222f227-w4-i13-ec7983|6|0|18.0000|48.0000|0|AMB-776255|Lifestyle
E_PadFill|lt-a222f227-w4-i97-964b08|6|0|42.0000|18.0000|0|AMB-513121|Lifestyle
E_PadFill|lt-a222f227-w4-i78-b2c347|6|0|18.0000|18.0000|0|AMB-016118|Lifestyle
