"MemberId","Bucket","PrevEP","Achieved","RankId","RankName","PrevRankId","Error"
"AMB-790003","Fill","12","False",,,,
"AMB-788345","Fill","6","False",,,,
"AMB-783852","Fill","6","False",,,,
"AMB-783772","Fill","54","False",,,,
"AMB-782341","Fill","6","False",,,,
"AMB-780488","Fill","6","False",,,,
"AMB-779085","Fill","6","False",,,,
"AMB-776864","Fill","12","False",,,,
"AMB-776750","Fill","6","False",,,,
"AMB-774364","Fill","6","False",,,,
"AMB-774153","Fill","6","False",,,,
"AMB-773863","Fill","6","False",,,,
"AMB-770983","Fill","6","False",,,,
"AMB-769286","Fill","6","False",,,,
"AMB-766366","Fill","6","False",,,,
"AMB-765809","Fill","6","False",,,,
"AMB-764180","Fill","12","False",,,,
"AMB-762825","Fill","6","False",,,,
"AMB-762477","Fill","6","False",,,,
"AMB-762029","Fill","6","False",,,,
"AMB-759592","Fill","6","False",,,,
"AMB-758930","Fill","6","False",,,,
"AMB-756427","Fill","6","False",,,,
"AMB-754455","Fill","126","False",,,,
"AMB-751897","Fill","12","False",,,,
"AMB-748554","Fill","6","False",,,,
"AMB-746032","Fill","6","False",,,,
"AMB-744937","Fill","6","False",,,,
"AMB-741906","Fill","6","False",,,,
"AMB-739034","Fill","6","False",,,,
"AMB-737549","Fill","54","False",,,,
"AMB-733364","Fill","6","False",,,,
"AMB-731690","Fill","6","False",,,,
"AMB-727642","Fill","6","False",,,,
"AMB-726496","Fill","6","False",,,,
"AMB-723254","Fill","72","False",,,,
"AMB-722812","Fill","6","False",,,,
"AMB-715518","Fill","6","False",,,,
"AMB-710174","Fill","6","False",,,,
"AMB-705222","Fill","6","False",,,,
"AMB-703525","Fill","6","False",,,,
"AMB-703000","Fill","6","False",,,,
"AMB-701951","Fill","12","False",,,,
"AMB-701757","Fill","6","False",,,,
"AMB-699471","Fill","6","False",,,,
"AMB-696282","Fill","6","False",,,,
"AMB-695772","Fill","6","False",,,,
"AMB-688758","Fill","6","False",,,,
"AMB-688728","Fill","6","False",,,,
"AMB-688116","Fill","84","False",,,,
"AMB-687533","Fill","48","False",,,,
"AMB-687000","Fill","6","False",,,,
"AMB-681708","Fill","12","False",,,,
"AMB-680458","Fill","6","False",,,,
"AMB-678630","Fill","12","False",,,,
"AMB-677659","Fill","6","False",,,,
"AMB-677472","Fill","6","False",,,,
"AMB-671921","Fill","6","False",,,,
"AMB-671735","Fill","12","False",,,,
"AMB-671385","Fill","6","False",,,,
"AMB-662452","Fill","6","False",,,,
"AMB-658165","Fill","6","False",,,,
"AMB-658024","Fill","48","False",,,,
"AMB-657049","Fill","102","False",,,,
"AMB-655831","Fill","48","False",,,,
"AMB-653301","Fill","6","False",,,,
"AMB-652024","Fill","48","True","2","Gold","1",
"AMB-644115","Fill","6","False",,,,
"AMB-643914","Fill","6","False",,,,
"AMB-641329","Fill","6","False",,,,
"AMB-640781","Fill","6","False",,,,
"AMB-638717","Fill","6","False",,,,
"AMB-633447","Fill","6","False",,,,
"AMB-628257","Fill","6","False",,,,
"AMB-626511","Fill","48","False",,,,
"AMB-626493","Fill","6","False",,,,
"AMB-626032","Fill","6","False",,,,
"AMB-624261","Fill","12","False",,,,
"AMB-620616","Fill","12","False",,,,
"AMB-619298","Fill","6","False",,,,
"AMB-618081","Fill","6","False",,,,
"AMB-615659","Fill","6","False",,,,
"AMB-611454","Fill","6","False",,,,
"AMB-611101","Fill","12","True","1","Silver",,
"AMB-610521","Fill","6","False",,,,
"AMB-610068","Fill","18","False",,,,
"AMB-608942","Fill","60","False",,,,
"AMB-607905","Fill","6","False",,,,
"AMB-607528","Fill","6","False",,,,
"AMB-606078","Fill","6","False",,,,
"AMB-602502","Fill","12","False",,,,
"AMB-601825","Fill","6","False",,,,
"AMB-597920","Fill","6","False",,,,
"AMB-595855","Fill","6","False",,,,
"AMB-594147","Fill","12","False",,,,
"AMB-591716","Fill","18","False",,,,
"AMB-587251","Fill","6","False",,,,
"AMB-585159","Fill","6","False",,,,
"AMB-584127","Fill","6","False",,,,
"AMB-583717","Fill","6","False",,,,
"AMB-583100","Fill","6","False",,,,
"AMB-578492","Fill","6","False",,,,
"AMB-577886","Fill","444","False",,,,
"AMB-575430","Fill","6","False",,,,
"AMB-574240","Fill","12","False",,,,
"AMB-572117","Fill","12","False",,,,
"AMB-572079","Fill","6","False",,,,
"AMB-571744","Fill","6","False",,,,
"AMB-571240","Fill","6","False",,,,
"AMB-567108","Fill","6","False",,,,
"AMB-565955","Fill","6","False",,,,
"AMB-565810","Fill","6","False",,,,
"AMB-565130","Fill","54","False",,,,
"AMB-563940","Fill","6","False",,,,
"AMB-563767","Fill","6","False",,,,
"AMB-563347","Fill","6","False",,,,
"AMB-560331","Fill","12","False",,,,
"AMB-556047","Fill","6","False",,,,
"AMB-555663","Fill","6","False",,,,
"AMB-555617","Fill","6","False",,,,
"AMB-555584","Fill","6","False",,,,
"AMB-551192","Fill","6","False",,,,
"AMB-544121","Fill","6","False",,,,
"AMB-543856","Fill","6","False",,,,
"AMB-540774","Fill","6","False",,,,
"AMB-540100","Fill","6","False",,,,
"AMB-539425","Fill","6","False",,,,
"AMB-535622","Fill","6","False",,,,
"AMB-534996","Fill","6","False",,,,
"AMB-532343","Fill","6","False",,,,
"AMB-530025","Fill","6","False",,,,
"AMB-527985","Fill","6","False",,,,
"AMB-525944","Fill","6","False",,,,
"AMB-523127","Fill","6","False",,,,
"AMB-521264","Fill","6","False",,,,
"AMB-511044","Fill","6","False",,,,
"AMB-507874","Fill","6","False",,,,
"AMB-506064","Fill","6","False",,,,
"AMB-502613","Fill","6","False",,,,
"AMB-497891","Fill","12","False",,,,
"AMB-493611","Fill","6","False",,,,
"AMB-491386","Fill","6","False",,,,
"AMB-488851","Fill","6","False",,,,
"AMB-486802","Fill","6","False",,,,
"AMB-482973","Fill","6","False",,,,
"AMB-478309","Fill","6","False",,,,
"AMB-476814","Fill","6","False",,,,
"AMB-476068","Fill","6","False",,,,
"AMB-475024","Fill","6","False",,,,
"AMB-472677","Fill","6","False",,,,
"AMB-470305","Fill","6","False",,,,
"AMB-468907","Fill","12","False",,,,
"AMB-467453","Fill","6","False",,,,
"AMB-466786","Fill","48","False",,,,
"AMB-459765","Fill","54","False",,,,
"AMB-458392","Fill","6","False",,,,
"AMB-458123","Fill","18","False",,,,
"AMB-457292","Fill","6","False",,,,
"AMB-455480","Fill","6","False",,,,
"AMB-454179","Fill","6","False",,,,
"AMB-452954","Fill","6","False",,,,
"AMB-447652","Fill","6","False",,,,
"AMB-447418","Fill","6","False",,,,
"AMB-443422","Fill","6","False",,,,
"AMB-442439","Fill","6","False",,,,
"AMB-440853","Fill","6","False",,,,
"AMB-440319","Fill","6","False",,,,
"AMB-440069","Fill","6","False",,,,
"AMB-438171","Fill","6","False",,,,
"AMB-437674","Fill","6","False",,,,
"AMB-436749","Fill","6","False",,,,
"AMB-436548","Fill","6","False",,,,
"AMB-435476","Fill","6","False",,,,
"AMB-434916","Fill","12","False",,,,
"AMB-432374","Fill","6","False",,,,
"AMB-431999","Fill","6","False",,,,
"AMB-428881","Fill","6","False",,,,
"AMB-414986","Fill","6","False",,,,
"AMB-409625","Fill","6","False",,,,
"AMB-409576","Fill","6","False",,,,
"AMB-409312","Fill","42","False",,,,
"AMB-408416","Fill","6","False",,,,
"AMB-408341","Fill","6","False",,,,
"AMB-407413","Fill","12","False",,,,
"AMB-407378","Fill","6","False",,,,
"AMB-405851","Fill","6","False",,,,
"AMB-401696","Fill","6","False",,,,
"AMB-401278","Fill","6","False",,,,
"AMB-400250","Fill","6","False",,,,
"AMB-398472","Fill","48","False",,,,
"AMB-398435","Fill","6","False",,,,
"AMB-396203","Fill","6","False",,,,
"AMB-390115","Fill","6","False",,,,
"AMB-387681","Fill","6","False",,,,
"AMB-386732","Fill","54","False",,,,
"AMB-386162","Fill","552","False",,,,
"AMB-384192","Fill","42","False",,,,
"AMB-384009","Fill","6","False",,,,
"AMB-381295","Fill","12","False",,,,
"AMB-379610","Fill","6","False",,,,
"AMB-379231","Fill","12","False",,,,
"AMB-377997","Fill","6","False",,,,
"AMB-376736","Fill","6","False",,,,
"AMB-376439","Fill","462","False",,,,
"AMB-372736","Fill","6","False",,,,
"AMB-371541","Fill","66","False",,,,
"AMB-366267","Fill","6","False",,,,
"AMB-365749","Fill","6","False",,,,
"AMB-361017","Fill","6","False",,,,
"AMB-360803","Fill","42","False",,,,
"AMB-360763","Fill","6","False",,,,
"AMB-358862","Fill","6","False",,,,
"AMB-356639","Fill","6","False",,,,
"AMB-353548","Fill","6","False",,,,
"AMB-351752","Fill","6","False",,,,
"AMB-350223","Fill","6","False",,,,
"AMB-346510","Fill","48","False",,,,
"AMB-344865","Fill","6","False",,,,
"AMB-343379","Fill","6","False",,,,
"AMB-341365","Fill","6","False",,,,
"AMB-339186","Fill","6","False",,,,
"AMB-338436","Fill","6","False",,,,
"AMB-336297","Fill","6","False",,,,
"AMB-335542","Fill","6","False",,,,
"AMB-332578","Fill","6","False",,,,
"AMB-328618","Fill","6","False",,,,
"AMB-322487","Fill","6","False",,,,
"AMB-322285","Fill","12","False",,,,
"AMB-316318","Fill","6","False",,,,
"AMB-312341","Fill","6","False",,,,
"AMB-308661","Fill","6","False",,,,
"AMB-308047","Fill","6","False",,,,
"AMB-306430","Fill","12","False",,,,
"AMB-306047","Fill","12","False",,,,
"AMB-304045","Fill","6","False",,,,
"AMB-301705","Fill","12","False",,,,
"AMB-300775","Fill","6","False",,,,
"AMB-295255","Fill","12","False",,,,
"AMB-289172","Fill","6","False",,,,
"AMB-287225","Fill","6","False",,,,
"AMB-283245","Fill","6","False",,,,
"AMB-282001","Fill","6","False",,,,
"AMB-279617","Fill","6","False",,,,
"AMB-277679","Fill","6","False",,,,
"AMB-277632","Fill","18","False",,,,
"AMB-275557","Fill","6","False",,,,
"AMB-270222","Fill","6","False",,,,
"AMB-268624","Fill","6","False",,,,
"AMB-264224","Fill","6","False",,,,
"AMB-263704","Fill","48","False",,,,
"AMB-261190","Fill","12","False",,,,
"AMB-259731","Fill","6","False",,,,
"AMB-257974","Fill","6","False",,,,
"AMB-257760","Fill","6","False",,,,
"AMB-256025","Fill","6","False",,,,
"AMB-255930","Fill","6","False",,,,
"AMB-250673","Fill","6","False",,,,
"AMB-247886","Fill","6","False",,,,
"AMB-244531","Fill","6","False",,,,
"AMB-240810","Fill","12","False",,,,
"AMB-240278","Fill","6","False",,,,
"AMB-236430","Fill","6","False",,,,
"AMB-235968","Fill","6","False",,,,
"AMB-234930","Fill","6","False",,,,
"AMB-234526","Fill","6","False",,,,
"AMB-229900","Fill","6","False",,,,
"AMB-229333","Fill","6","False",,,,
"AMB-228797","Fill","6","False",,,,
"AMB-227246","Fill","6","False",,,,
"AMB-226451","Fill","6","False",,,,
"AMB-223175","Fill","6","False",,,,
"AMB-221952","Fill","6","False",,,,
"AMB-221173","Fill","6","False",,,,
"AMB-219998","Fill","6","False",,,,
"AMB-218997","Fill","12","False",,,,
"AMB-218377","Fill","6","False",,,,
"AMB-217629","Fill","6","False",,,,
"AMB-215294","Fill","6","False",,,,
"AMB-210778","Fill","6","False",,,,
"AMB-209628","Fill","6","False",,,,
"AMB-207400","Fill","6","False",,,,
"AMB-206107","Fill","6","False",,,,
"AMB-204403","Fill","6","False",,,,
"AMB-203899","Fill","6","False",,,,
"AMB-203788","Fill","6","False",,,,
"AMB-201304","Fill","6","False",,,,
"AMB-201280","Fill","36","False",,,,
"AMB-198113","Fill","6","False",,,,
"AMB-196702","Fill","6","False",,,,
"AMB-195322","Fill","48","False",,,,
"AMB-192381","Fill","6","False",,,,
"AMB-189733","Fill","6","False",,,,
"AMB-189215","Fill","12","False",,,,
"AMB-188179","Fill","6","False",,,,
"AMB-185488","Fill","6","False",,,,
"AMB-184764","Fill","6","False",,,,
"AMB-181864","Fill","6","False",,,,
"AMB-179129","Fill","6","False",,,,
"AMB-175892","Fill","6","False",,,,
"AMB-174636","Fill","12","False",,,,
"AMB-173715","Fill","6","False",,,,
"AMB-173563","Fill","42","False",,,,
"AMB-172095","Fill","6","False",,,,
"AMB-168977","Fill","42","False",,,,
"AMB-167517","Fill","6","False",,,,
"AMB-167463","Fill","6","False",,,,
"AMB-167357","Fill","12","False",,,,
"AMB-165333","Fill","6","False",,,,
"AMB-164273","Fill","210","False",,,,
"AMB-158767","Fill","6","False",,,,
"AMB-158199","Fill","12","False",,,,
"AMB-157402","Fill","12","False",,,,
"AMB-156119","Fill","6","False",,,,
"AMB-155863","Fill","6","False",,,,
"AMB-152549","Fill","6","False",,,,
"AMB-151190","Fill","6","False",,,,
"AMB-147382","Fill","90","False",,,,
"AMB-146405","Fill","6","False",,,,
"AMB-143747","Fill","12","False",,,,
"AMB-142210","Fill","60","False",,,,
"AMB-139861","Fill","6","False",,,,
"AMB-138649","Fill","48","False",,,,
"AMB-138593","Fill","42","False",,,,
"AMB-131374","Fill","12","False",,,,
"AMB-131213","Fill","12","False",,,,
"AMB-127953","Fill","54","False",,,,
"AMB-127045","Fill","6","False",,,,
"AMB-122576","Fill","6","False",,,,
"AMB-121944","Fill","6","False",,,,
"AMB-119973","Fill","6","False",,,,
"AMB-118344","Fill","6","False",,,,
"AMB-117073","Fill","6","False",,,,
"AMB-110689","Fill","6","False",,,,
"AMB-108442","Fill","6","False",,,,
"AMB-107924","Fill","6","False",,,,
"AMB-104870","Fill","6","False",,,,
"AMB-104851","Fill","6","False",,,,
"AMB-100286","Fill","150","False",,,,
"AMB-100229","Fill","6","False",,,,
"AMB-099028","Fill","6","False",,,,
"AMB-093601","Fill","6","False",,,,
"AMB-092348","Fill","6","False",,,,
"AMB-089188","Fill","6","False",,,,
"AMB-084963","Fill","6","False",,,,
"AMB-083043","Fill","6","False",,,,
"AMB-082268","Fill","6","False",,,,
"AMB-081843","Fill","12","False",,,,
"AMB-080565","Fill","12","False",,,,
"AMB-078797","Fill","6","False",,,,
"AMB-078695","Fill","6","False",,,,
"AMB-077738","Fill","6","False",,,,
"AMB-076912","Fill","12","False",,,,
"AMB-076208","Fill","6","False",,,,
"AMB-070843","Fill","6","False",,,,
"AMB-065931","Fill","6","False",,,,
"AMB-063669","Fill","6","False",,,,
"AMB-062499","Fill","6","False",,,,
"AMB-061404","Fill","6","False",,,,
"AMB-061073","Fill","6","False",,,,
"AMB-059225","Fill","6","False",,,,
"AMB-058323","Fill","6","False",,,,
"AMB-054267","Fill","6","False",,,,
"AMB-052527","Fill","96","False",,,,
"AMB-052044","Fill","6","False",,,,
"AMB-048471","Fill","6","False",,,,
"AMB-048415","Fill","6","False",,,,
"AMB-043655","Fill","6","False",,,,
"AMB-043363","Fill","6","False",,,,
"AMB-040686","Fill","6","False",,,,
"AMB-036554","Fill","6","False",,,,
"AMB-035954","Fill","84","False",,,,
"AMB-034490","Fill","6","False",,,,
"AMB-032776","Fill","6","False",,,,
"AMB-031812","Fill","6","False",,,,
"AMB-030964","Fill","6","False",,,,
"AMB-030722","Fill","12","False",,,,
"AMB-029714","Fill","6","False",,,,
"AMB-027468","Fill","18","False",,,,
"AMB-026509","Fill","12","False",,,,
"AMB-026375","Fill","6","False",,,,
"AMB-026309","Fill","6","False",,,,
"AMB-025202","Fill","6","False",,,,
"AMB-024151","Fill","6","False",,,,
"AMB-021977","Fill","6","False",,,,
"AMB-019235","Fill","6","False",,,,
"AMB-018266","Fill","6","False",,,,
"AMB-016906","Fill","6","False",,,,
"AMB-016876","Fill","6","False",,,,
"AMB-015638","Fill","12","False",,,,
"AMB-015637","Fill","6","False",,,,
"AMB-015355","Fill","6","False",,,,
"AMB-014394","Fill","6","False",,,,
"AMB-012679","Fill","6","False",,,,
"AMB-010060","Fill","12","False",,,,
"AMB-009056","Fill","6","False",,,,
"AMB-002349","Fill","6","False",,,,
"AMB-001886","Fill","6","False",,,,
"AMB-000179","Fill","6","False",,,,
