"MemberId","Bucket","PrevEP","Achieved","RankId","RankName","PrevRankId","Error"
"AMB-677472","U","12","False",,,,
"AMB-675786","U","12","False",,,,
"AMB-671921","U","12","False",,,,
"AMB-671385","U","12","False",,,,
"AMB-670141","U","18","False",,,,
"AMB-668683","U","12","False",,,,
"AMB-666754","U","12","False",,,,
"AMB-664661","U","12","False",,,,
"AMB-662452","U","12","False",,,,
"AMB-658165","U","12","False",,,,
"AMB-658024","U","72","False",,,,
"AMB-655831","U","60","False",,,,
"AMB-653301","U","12","False",,,,
"AMB-650786","U","12","False",,,,
"AMB-650409","U","18","False",,,,
"AMB-650044","U","12","False",,,,
"AMB-649733","U","12","False",,,,
"AMB-649558","U","12","False",,,,
"AMB-648177","U","18","False",,,,
"AMB-644115","U","12","False",,,,
"AMB-643914","U","12","False",,,,
"AMB-641329","U","12","False",,,,
"AMB-640781","U","12","False",,,,
"AMB-638717","U","12","False",,,,
"AMB-633447","U","12","False",,,,
"AMB-632691","U","150","False",,,,
"AMB-628257","U","12","False",,,,
"AMB-626493","U","12","False",,,,
"AMB-626032","U","12","False",,,,
"AMB-625654","U","12","False",,,,
"AMB-624261","U","18","False",,,,
"AMB-619548","U","12","False",,,,
"AMB-619298","U","12","False",,,,
"AMB-618081","U","12","False",,,,
"AMB-618055","U","120","True","2","Gold","1",
"AMB-616813","U","12","False",,,,
"AMB-615659","U","12","False",,,,
"AMB-613728","U","12","False",,,,
"AMB-611966","U","12","False",,,,
"AMB-611454","U","12","False",,,,
"AMB-610521","U","12","False",,,,
"AMB-607905","U","12","False",,,,
"AMB-607528","U","12","False",,,,
"AMB-607521","U","12","False",,,,
"AMB-606078","U","12","False",,,,
"AMB-601825","U","12","False",,,,
"AMB-598408","U","648","False",,,,
"AMB-597993","U","12","False",,,,
"AMB-597920","U","12","False",,,,
"AMB-595855","U","12","False",,,,
"AMB-594454","U","18","False",,,,
"AMB-594147","U","18","False",,,,
"AMB-591274","U","12","False",,,,
"AMB-587251","U","12","False",,,,
"AMB-586920","U","12","False",,,,
"AMB-585159","U","12","False",,,,
"AMB-584127","U","12","False",,,,
"AMB-583717","U","12","False",,,,
"AMB-583100","U","12","False",,,,
"AMB-580115","U","354","False",,,,
"AMB-578492","U","12","False",,,,
"AMB-578139","U","12","False",,,,
"AMB-577958","U","12","False",,,,
"AMB-577886","U","528","False",,,,
"AMB-576707","U","102","True","2","Gold","1",
"AMB-575430","U","12","False",,,,
"AMB-575238","U","18","False",,,,
"AMB-575202","U","12","False",,,,
"AMB-574240","U","18","False",,,,
"AMB-572117","U","18","False",,,,
"AMB-572079","U","12","False",,,,
"AMB-571744","U","12","False",,,,
"AMB-571240","U","12","False",,,,
"AMB-567108","U","12","False",,,,
"AMB-565955","U","12","False",,,,
"AMB-565810","U","12","False",,,,
"AMB-565792","U","1050","False",,,,
"AMB-565676","U","60","False",,,,
"AMB-565171","U","12","False",,,,
"AMB-565130","U","72","False",,,,
"AMB-563940","U","18","False",,,,
"AMB-563767","U","12","False",,,,
"AMB-563347","U","12","False",,,,
"AMB-562245","U","12","False",,,,
"AMB-560331","U","18","False",,,,
"AMB-556047","U","12","False",,,,
"AMB-556044","U","12","False",,,,
"AMB-555663","U","12","False",,,,
"AMB-555617","U","12","False",,,,
"AMB-555584","U","12","False",,,,
"AMB-551192","U","12","False",,,,
"AMB-550828","U","12","False",,,,
"AMB-548795","U","12","False",,,,
"AMB-548214","U","12","False",,,,
"AMB-544863","U","12","False",,,,
"AMB-544121","U","12","False",,,,
"AMB-543856","U","12","False",,,,
"AMB-543107","U","756","False",,,,
"AMB-542215","U","12","False",,,,
"AMB-540774","U","12","False",,,,
"AMB-540100","U","12","False",,,,
"AMB-539425","U","12","False",,,,
"AMB-537191","U","12","False",,,,
"AMB-535622","U","12","False",,,,
"AMB-534996","U","12","False",,,,
"AMB-532394","U","12","False",,,,
"AMB-532343","U","12","False",,,,
"AMB-532053","U","12","False",,,,
"AMB-531709","U","96","True","2","Gold","1",
"AMB-530025","U","12","False",,,,
"AMB-529324","U","12","False",,,,
"AMB-527985","U","12","False",,,,
"AMB-526769","U","12","False",,,,
"AMB-525944","U","12","False",,,,
"AMB-523127","U","12","False",,,,
"AMB-521264","U","12","False",,,,
"AMB-518465","U","12","False",,,,
"AMB-517842","U","12","False",,,,
"AMB-517379","U","18","False",,,,
"AMB-516762","U","78","True","2","Gold","1",
"AMB-514444","U","12","False",,,,
"AMB-513899","U","66","False",,,,
"AMB-513121","U","12","False",,,,
"AMB-512250","U","12","False",,,,
"AMB-511044","U","12","False",,,,
"AMB-510261","U","12","False",,,,
"AMB-508132","U","30","True","1","Silver",,
"AMB-507874","U","12","False",,,,
"AMB-507316","U","12","False",,,,
"AMB-506561","U","12","False",,,,
"AMB-506064","U","12","False",,,,
"AMB-503597","U","12","False",,,,
"AMB-502613","U","12","False",,,,
"AMB-500809","U","12","False",,,,
"AMB-498951","U","12","False",,,,
"AMB-497891","U","18","False",,,,
"AMB-494954","U","12","False",,,,
"AMB-493611","U","12","False",,,,
"AMB-491661","U","18","False",,,,
"AMB-491386","U","12","False",,,,
"AMB-488851","U","12","False",,,,
"AMB-486802","U","12","False",,,,
"AMB-485456","U","18","False",,,,
"AMB-484137","U","12","False",,,,
"AMB-482973","U","12","False",,,,
"AMB-482433","U","12","False",,,,
"AMB-479448","U","18","False",,,,
"AMB-478309","U","12","False",,,,
"AMB-476814","U","12","False",,,,
"AMB-476068","U","12","False",,,,
"AMB-475024","U","12","False",,,,
"AMB-472677","U","12","False",,,,
"AMB-470305","U","12","False",,,,
"AMB-469280","U","12","False",,,,
"AMB-468907","U","18","False",,,,
"AMB-468215","U","12","False",,,,
"AMB-467453","U","12","False",,,,
"AMB-466786","U","60","False",,,,
"AMB-465451","U","60","False",,,,
"AMB-465110","U","12","False",,,,
"AMB-464786","U","12","False",,,,
"AMB-463948","U","12","False",,,,
"AMB-462068","U","72","False",,,,
"AMB-459765","U","72","False",,,,
"AMB-458392","U","12","False",,,,
"AMB-457292","U","12","False",,,,
"AMB-456098","U","18","False",,,,
"AMB-455480","U","12","False",,,,
"AMB-454179","U","12","False",,,,
"AMB-453727","U","60","False",,,,
"AMB-452954","U","12","False",,,,
"AMB-452026","U","1380","False",,,,
"AMB-451763","U","18","False",,,,
"AMB-450721","U","150","False",,,,
"AMB-449467","U","60","False",,,,
"AMB-447652","U","12","False",,,,
"AMB-447418","U","12","False",,,,
"AMB-443422","U","12","False",,,,
"AMB-442439","U","12","False",,,,
"AMB-440853","U","12","False",,,,
"AMB-440319","U","12","False",,,,
"AMB-440069","U","12","False",,,,
"AMB-438171","U","12","False",,,,
"AMB-437674","U","12","False",,,,
"AMB-436749","U","12","False",,,,
"AMB-436548","U","12","False",,,,
"AMB-436324","U","12","False",,,,
"AMB-436299","U","18","False",,,,
"AMB-435476","U","12","False",,,,
"AMB-434916","U","18","False",,,,
"AMB-432374","U","12","False",,,,
"AMB-431999","U","12","False",,,,
"AMB-428881","U","12","False",,,,
"AMB-425614","U","12","False",,,,
"AMB-415239","U","12","False",,,,
"AMB-414986","U","12","False",,,,
"AMB-409625","U","12","False",,,,
"AMB-409576","U","12","False",,,,
"AMB-408416","U","12","False",,,,
"AMB-408341","U","12","False",,,,
"AMB-407413","U","18","False",,,,
"AMB-407378","U","12","False",,,,
"AMB-407147","U","12","False",,,,
"AMB-406929","U","66","False",,,,
"AMB-406806","U","12","False",,,,
"AMB-405851","U","12","False",,,,
"AMB-402778","U","18","False",,,,
"AMB-402678","U","12","False",,,,
"AMB-401696","U","12","False",,,,
"AMB-401278","U","12","False",,,,
"AMB-401211","U","12","False",,,,
"AMB-400250","U","12","False",,,,
"AMB-398472","U","66","False",,,,
"AMB-398435","U","12","False",,,,
"AMB-396203","U","12","False",,,,
"AMB-394501","U","12","False",,,,
"AMB-390115","U","12","False",,,,
"AMB-389805","U","12","False",,,,
"AMB-388246","U","12","False",,,,
"AMB-387681","U","12","False",,,,
"AMB-384130","U","12","False",,,,
"AMB-384009","U","12","False",,,,
"AMB-382230","U","12","False",,,,
"AMB-379840","U","60","False",,,,
"AMB-379610","U","12","False",,,,
"AMB-379231","U","18","False",,,,
"AMB-377997","U","12","False",,,,
"AMB-376736","U","12","False",,,,
"AMB-376439","U","552","False",,,,
"AMB-376071","U","18","False",,,,
"AMB-375401","U","240","False",,,,
"AMB-373232","U","12","False",,,,
"AMB-372736","U","12","False",,,,
"AMB-371072","U","12","False",,,,
"AMB-370374","U","18","False",,,,
"AMB-369634","U","672","False",,,,
"AMB-367989","U","18","False",,,,
"AMB-367236","U","12","False",,,,
"AMB-366267","U","12","False",,,,
"AMB-365749","U","12","False",,,,
"AMB-363081","U","12","False",,,,
"AMB-361094","U","12","False",,,,
"AMB-361017","U","12","False",,,,
"AMB-360763","U","12","False",,,,
"AMB-358862","U","12","False",,,,
"AMB-357636","U","60","False",,,,
"AMB-356639","U","12","False",,,,
"AMB-353548","U","12","False",,,,
"AMB-351752","U","12","False",,,,
"AMB-351653","U","12","False",,,,
"AMB-350223","U","12","False",,,,
"AMB-350054","U","12","False",,,,
"AMB-349471","U","222","False",,,,
"AMB-346960","U","12","False",,,,
"AMB-346510","U","72","False",,,,
"AMB-344865","U","12","False",,,,
"AMB-344206","U","18","False",,,,
"AMB-343379","U","12","False",,,,
"AMB-342857","U","12","False",,,,
"AMB-341365","U","12","False",,,,
"AMB-340504","U","12","False",,,,
"AMB-339819","U","774","False",,,,
"AMB-339186","U","12","False",,,,
"AMB-338436","U","18","False",,,,
"AMB-338110","U","12","False",,,,
"AMB-338006","U","12","False",,,,
"AMB-336297","U","12","False",,,,
"AMB-335884","U","66","False",,,,
"AMB-335542","U","12","False",,,,
"AMB-333218","U","12","False",,,,
"AMB-332578","U","12","False",,,,
"AMB-332377","U","30","False",,,,
"AMB-329694","U","18","False",,,,
"AMB-328618","U","12","False",,,,
"AMB-327945","U","18","False",,,,
"AMB-327394","U","12","False",,,,
"AMB-322487","U","12","False",,,,
"AMB-322285","U","18","False",,,,
"AMB-317678","U","18","False",,,,
"AMB-316318","U","12","False",,,,
"AMB-314764","U","18","False",,,,
"AMB-312341","U","12","False",,,,
"AMB-312308","U","12","False",,,,
"AMB-312154","U","66","False",,,,
"AMB-308661","U","12","False",,,,
"AMB-308047","U","12","False",,,,
"AMB-306430","U","18","False",,,,
"AMB-306047","U","18","False",,,,
"AMB-305105","U","12","False",,,,
"AMB-304045","U","12","False",,,,
"AMB-301705","U","18","False",,,,
"AMB-301443","U","12","False",,,,
"AMB-301034","U","450","False",,,,
"AMB-300775","U","12","False",,,,
"AMB-298584","U","12","False",,,,
"AMB-298376","U","12","False",,,,
"AMB-296249","U","18","False",,,,
"AMB-296170","U","12","False",,,,
"AMB-295255","U","18","False",,,,
"AMB-295076","U","18","False",,,,
"AMB-293056","U","60","False",,,,
"AMB-290130","U","12","False",,,,
"AMB-289172","U","12","False",,,,
"AMB-288244","U","12","False",,,,
"AMB-287225","U","12","False",,,,
"AMB-283245","U","12","False",,,,
"AMB-282812","U","12","False",,,,
"AMB-282001","U","12","False",,,,
"AMB-281649","U","12","False",,,,
"AMB-280877","U","12","False",,,,
"AMB-279911","U","24","False",,,,
"AMB-279617","U","12","False",,,,
"AMB-279363","U","12","False",,,,
"AMB-277789","U","12","False",,,,
"AMB-277679","U","12","False",,,,
"AMB-275741","U","12","False",,,,
"AMB-275557","U","12","False",,,,
"AMB-275489","U","18","False",,,,
"AMB-275173","U","12","False",,,,
"AMB-270222","U","12","False",,,,
"AMB-268624","U","12","False",,,,
"AMB-267796","U","12","False",,,,
"AMB-265902","U","12","False",,,,
"AMB-265401","U","18","False",,,,
"AMB-264224","U","12","False",,,,
"AMB-262826","U","12","False",,,,
"AMB-262217","U","18","False",,,,
"AMB-261190","U","18","False",,,,
"AMB-261186","U","180","False",,,,
"AMB-259731","U","12","False",,,,
"AMB-258823","U","12","False",,,,
"AMB-257974","U","12","False",,,,
"AMB-257760","U","12","False",,,,
"AMB-256025","U","12","False",,,,
"AMB-255930","U","12","False",,,,
"AMB-254882","U","18","False",,,,
"AMB-252504","U","18","False",,,,
"AMB-250673","U","12","False",,,,
"AMB-247886","U","12","False",,,,
"AMB-244531","U","12","False",,,,
"AMB-244191","U","12","False",,,,
"AMB-240810","U","18","False",,,,
"AMB-240329","U","12","False",,,,
"AMB-240278","U","12","False",,,,
"AMB-239832","U","18","False",,,,
"AMB-237908","U","12","False",,,,
"AMB-236430","U","12","False",,,,
"AMB-236329","U","12","False",,,,
"AMB-235968","U","12","False",,,,
"AMB-234930","U","18","False",,,,
"AMB-234526","U","12","False",,,,
"AMB-230896","U","12","False",,,,
"AMB-230696","U","72","False",,,,
"AMB-229900","U","18","False",,,,
"AMB-229333","U","12","False",,,,
"AMB-228797","U","12","False",,,,
"AMB-228624","U","12","False",,,,
"AMB-227246","U","12","False",,,,
"AMB-226838","U","12","False",,,,
"AMB-226451","U","12","False",,,,
"AMB-223175","U","12","False",,,,
"AMB-221952","U","12","False",,,,
"AMB-221173","U","12","False",,,,
"AMB-219998","U","12","False",,,,
"AMB-219866","U","12","False",,,,
"AMB-218997","U","18","False",,,,
"AMB-218377","U","12","False",,,,
"AMB-217629","U","12","False",,,,
"AMB-215294","U","12","False",,,,
"AMB-214177","U","12","False",,,,
"AMB-213860","U","12","False",,,,
"AMB-212757","U","12","False",,,,
"AMB-211917","U","12","False",,,,
"AMB-211134","U","1188","False",,,,
"AMB-210778","U","12","False",,,,
"AMB-209771","U","12","False",,,,
"AMB-209628","U","12","False",,,,
"AMB-208355","U","12","False",,,,
"AMB-207400","U","12","False",,,,
"AMB-206107","U","12","False",,,,
"AMB-204403","U","12","False",,,,
"AMB-203899","U","12","False",,,,
"AMB-203788","U","12","False",,,,
"AMB-201931","U","12","False",,,,
"AMB-201304","U","12","False",,,,
"AMB-199916","U","954","False",,,,
"AMB-199385","U","12","False",,,,
"AMB-198420","U","12","False",,,,
"AMB-198113","U","12","False",,,,
"AMB-197216","U","12","False",,,,
"AMB-196862","U","12","False",,,,
"AMB-196702","U","18","False",,,,
"AMB-196348","U","12","False",,,,
"AMB-192381","U","12","False",,,,
"AMB-190207","U","18","False",,,,
"AMB-189733","U","12","False",,,,
"AMB-189215","U","18","False",,,,
"AMB-188179","U","12","False",,,,
"AMB-185488","U","12","False",,,,
"AMB-184764","U","12","False",,,,
"AMB-181864","U","12","False",,,,
"AMB-181501","U","18","False",,,,
"AMB-179129","U","12","False",,,,
"AMB-177998","U","12","False",,,,
"AMB-175892","U","12","False",,,,
"AMB-174636","U","18","False",,,,
"AMB-173715","U","12","False",,,,
"AMB-173563","U","60","False",,,,
"AMB-172095","U","12","False",,,,
"AMB-171970","U","258","False",,,,
"AMB-171337","U","12","False",,,,
"AMB-170577","U","18","False",,,,
"AMB-168977","U","60","False",,,,
"AMB-167517","U","12","False",,,,
"AMB-167463","U","12","False",,,,
"AMB-167357","U","18","False",,,,
"AMB-165333","U","12","False",,,,
"AMB-165091","U","72","False",,,,
"AMB-164273","U","294","False",,,,
"AMB-158767","U","12","False",,,,
"AMB-158199","U","18","False",,,,
"AMB-157402","U","18","False",,,,
"AMB-156119","U","12","False",,,,
"AMB-155863","U","12","False",,,,
"AMB-155646","U","60","False",,,,
"AMB-154222","U","12","False",,,,
"AMB-153272","U","66","False",,,,
"AMB-152549","U","12","False",,,,
"AMB-151521","U","636","False",,,,
"AMB-151190","U","12","False",,,,
"AMB-146405","U","12","False",,,,
"AMB-145421","U","12","False",,,,
"AMB-144019","U","12","False",,,,
"AMB-143747","U","18","False",,,,
"AMB-143403","U","12","False",,,,
"AMB-142210","U","72","False",,,,
"AMB-139861","U","12","False",,,,
"AMB-138649","U","60","False",,,,
"AMB-134072","U","12","False",,,,
"AMB-133278","U","12","False",,,,
"AMB-132977","U","18","False",,,,
"AMB-132793","U","12","False",,,,
"AMB-131381","U","18","False",,,,
"AMB-131374","U","18","False",,,,
"AMB-131213","U","18","False",,,,
"AMB-128599","U","186","False",,,,
"AMB-127045","U","18","False",,,,
"AMB-124853","U","12","False",,,,
"AMB-122782","U","24","False",,,,
"AMB-122576","U","12","False",,,,
"AMB-121944","U","12","False",,,,
"AMB-121432","U","72","False",,,,
"AMB-120036","U","168","False",,,,
"AMB-119973","U","12","False",,,,
"AMB-119524","U","18","False",,,,
"AMB-118344","U","12","False",,,,
"AMB-118055","U","12","False",,,,
"AMB-117825","U","12","False",,,,
"AMB-117743","U","12","False",,,,
"AMB-117073","U","12","False",,,,
"AMB-115382","U","72","False",,,,
"AMB-114942","U","18","False",,,,
"AMB-112195","U","12","False",,,,
"AMB-110689","U","12","False",,,,
"AMB-108442","U","12","False",,,,
"AMB-107924","U","12","False",,,,
"AMB-107495","U","942","False",,,,
"AMB-104870","U","12","False",,,,
"AMB-104851","U","12","False",,,,
"AMB-104527","U","12","False",,,,
"AMB-102014","U","12","False",,,,
"AMB-100229","U","12","False",,,,
"AMB-099711","U","156","False",,,,
"AMB-099028","U","12","False",,,,
"AMB-097166","U","12","False",,,,
"AMB-093601","U","12","False",,,,
"AMB-092348","U","18","False",,,,
"AMB-089471","U","12","False",,,,
"AMB-089188","U","12","False",,,,
"AMB-087934","U","18","False",,,,
"AMB-084963","U","12","False",,,,
"AMB-084056","U","12","False",,,,
