# Upline check
# b|s|EP|ETS|DTL|DTR|DS|MID|R
U||12|0|18.0000|18.0000|0|AMB-179129|0
U||18|0|306.0000|312.0000|0|AMB-181501|0
U||12|0|.0000|.0000|0|AMB-181864|0
U||12|0|6.0000|6.0000|0|AMB-184764|0
U||12|0|.0000|.0000|0|AMB-185488|0
U||12|0|30.0000|18.0000|0|AMB-188179|0
U||18|0|.0000|.0000|0|AMB-189215|0
U||12|0|6.0000|6.0000|0|AMB-189733|0
U||18|0|18.0000|18.0000|0|AMB-190207|0
U||12|0|6.0000|6.0000|0|AMB-192381|0
U||12|0|30.0000|42.0000|0|AMB-196348|0
U||18|0|.0000|.0000|0|AMB-196702|0
U||12|0|66.0000|78.0000|0|AMB-196862|0
U||12|0|18.0000|18.0000|0|AMB-197216|0
U||12|0|.0000|.0000|0|AMB-198113|0
U||12|0|6.0000|6.0000|0|AMB-198420|0
U||12|0|.0000|.0000|0|AMB-199385|0
U||954|0|456.0000|4266.0000|0|AMB-199916|5
U||12|0|6.0000|6.0000|0|AMB-201304|0
U||12|0|6.0000|6.0000|0|AMB-201931|0
U||12|0|.0000|.0000|0|AMB-203788|0
U||12|0|18.0000|18.0000|0|AMB-203899|0
U||12|0|.0000|.0000|0|AMB-204403|0
U||12|0|.0000|.0000|0|AMB-206107|0
U||12|0|.0000|.0000|0|AMB-207400|0
U||12|0|.0000|.0000|0|AMB-208355|0
U||12|0|6.0000|6.0000|0|AMB-209628|0
U||12|0|30.0000|30.0000|0|AMB-209771|0
U||12|0|6.0000|18.0000|0|AMB-210778|0
U||1188|0|6.0000|498.0000|0|AMB-211134|3
U||12|0|30.0000|42.0000|0|AMB-211917|0
U||12|0|.0000|.0000|0|AMB-212757|0
U||12|0|42.0000|42.0000|0|AMB-213860|0
U||12|0|6.0000|6.0000|0|AMB-214177|0
U||12|0|48.0000|78.0000|0|AMB-215294|0
U||12|0|6.0000|6.0000|0|AMB-217629|0
U||12|0|.0000|.0000|0|AMB-218377|0
U||18|0|198.0000|18.0000|0|AMB-218997|0
U||12|0|.0000|.0000|0|AMB-219866|0
U||12|0|18.0000|6.0000|0|AMB-219998|0
U||12|0|6.0000|6.0000|0|AMB-221173|0
U||12|0|.0000|.0000|0|AMB-221952|0
U||12|0|.0000|.0000|0|AMB-223175|0
U||12|0|6.0000|6.0000|0|AMB-226451|0
U||12|0|.0000|.0000|0|AMB-226838|0
U||12|0|.0000|.0000|0|AMB-227246|0
U||12|0|126.0000|42.0000|0|AMB-228624|0
U||12|0|42.0000|6.0000|0|AMB-228797|0
U||12|0|6.0000|6.0000|0|AMB-229333|0
U||18|0|6.0000|6.0000|0|AMB-229900|0
U||72|0|54.0000|.0000|0|AMB-230696|1
U||12|0|6.0000|6.0000|0|AMB-230896|0
U||12|0|66.0000|1062.0000|0|AMB-234526|0
U||18|0|6.0000|6.0000|0|AMB-234930|0
U||12|0|6.0000|6.0000|0|AMB-235968|0
U||12|0|90.0000|90.0000|0|AMB-236329|0
U||12|0|.0000|.0000|0|AMB-236430|0
U||12|0|54.0000|78.0000|0|AMB-237908|0
U||18|0|78.0000|78.0000|0|AMB-239832|0
U||12|0|.0000|.0000|0|AMB-240278|0
U||12|0|6.0000|6.0000|0|AMB-240329|0
U||18|0|6.0000|6.0000|0|AMB-240810|0
U||12|0|.0000|.0000|0|AMB-244191|0
U||12|0|.0000|12.0000|0|AMB-244531|0
U||12|0|.0000|.0000|0|AMB-247886|0
U||12|0|.0000|.0000|0|AMB-250673|0
U||18|0|18.0000|18.0000|0|AMB-252504|0
U||18|0|78.0000|.0000|0|AMB-254882|0
U||12|0|6.0000|6.0000|0|AMB-255930|0
U||12|0|186.0000|186.0000|0|AMB-256025|0
U||12|0|6.0000|6.0000|0|AMB-257760|0
U||12|0|6.0000|6.0000|0|AMB-257974|0
U||12|0|18.0000|18.0000|0|AMB-258823|0
U||12|0|102.0000|18.0000|0|AMB-259731|0
U||180|0|.0000|.0000|0|AMB-261186|2
U||18|0|42.0000|42.0000|0|AMB-261190|0
U||18|0|.0000|.0000|0|AMB-262217|0
U||12|0|18.0000|42.0000|0|AMB-262826|0
U||12|0|.0000|6.0000|0|AMB-264224|0
U||18|0|.0000|.0000|0|AMB-265401|0
U||12|0|.0000|.0000|0|AMB-265902|0
U||12|0|.0000|.0000|0|AMB-267796|0
U||12|0|.0000|.0000|0|AMB-268624|0
U||12|0|.0000|.0000|0|AMB-270222|0
U||12|0|.0000|.0000|0|AMB-275173|0
U||18|0|6.0000|6.0000|0|AMB-275489|0
U||12|0|.0000|.0000|0|AMB-275557|0
U||12|0|.0000|.0000|0|AMB-275741|0
U||12|0|6.0000|6.0000|0|AMB-277679|0
U||12|0|654.0000|612.0000|0|AMB-277789|0
U||12|0|6.0000|6.0000|0|AMB-279363|0
U||12|0|.0000|.0000|0|AMB-279617|0
U||24|0|6.0000|18.0000|0|AMB-279911|0
U||12|0|.0000|.0000|0|AMB-280877|0
U||12|0|.0000|.0000|0|AMB-281649|0
U||12|0|.0000|.0000|0|AMB-282001|0
U||12|0|6.0000|6.0000|0|AMB-282812|0
U||12|0|18.0000|6.0000|0|AMB-283245|0
U||12|0|6.0000|6.0000|0|AMB-287225|0
U||12|0|54.0000|18.0000|0|AMB-288244|0
U||12|0|.0000|.0000|0|AMB-289172|0
U||12|0|.0000|.0000|0|AMB-290130|0
U||60|0|30.0000|534.0000|0|AMB-293056|1
U||18|0|6.0000|6.0000|0|AMB-295076|0
U||18|0|30.0000|42.0000|0|AMB-295255|0
U||12|0|66.0000|108.0000|0|AMB-296170|0
U||18|0|.0000|.0000|0|AMB-296249|0
U||12|0|18.0000|18.0000|0|AMB-298376|0
U||12|0|18.0000|6.0000|0|AMB-298584|0
U||12|0|.0000|.0000|0|AMB-300775|0
U||450|0|228.0000|2616.0000|0|AMB-301034|4
U||12|0|.0000|.0000|0|AMB-301443|0
U||18|0|6.0000|6.0000|0|AMB-301705|0
U||12|0|18.0000|6.0000|0|AMB-304045|0
U||12|0|6.0000|186.0000|0|AMB-305105|0
U||18|0|42.0000|30.0000|0|AMB-306047|0
U||18|0|90.0000|78.0000|0|AMB-306430|0
U||12|0|6.0000|6.0000|0|AMB-308047|0
U||12|0|.0000|.0000|0|AMB-308661|0
U||66|0|66.0000|.0000|0|AMB-312154|1
U||12|0|114.0000|156.0000|0|AMB-312308|0
U||12|0|6.0000|6.0000|0|AMB-312341|0
U||18|0|.0000|.0000|0|AMB-314764|0
U||12|0|18.0000|18.0000|0|AMB-316318|0
U||18|0|18.0000|18.0000|0|AMB-317678|0
U||18|0|18.0000|42.0000|0|AMB-322285|0
U||12|0|.0000|.0000|0|AMB-322487|0
U||12|0|6.0000|6.0000|0|AMB-327394|0
U||18|0|42.0000|42.0000|0|AMB-327945|0
U||12|0|.0000|.0000|0|AMB-328618|0
U||18|0|6.0000|6.0000|0|AMB-329694|0
U||30|0|18.0000|30.0000|0|AMB-332377|0
U||12|0|.0000|12.0000|0|AMB-332578|0
U||12|0|126.0000|162.0000|0|AMB-333218|0
U||12|0|.0000|.0000|0|AMB-335542|0
U||66|0|18.0000|6.0000|0|AMB-335884|1
U||12|0|6.0000|6.0000|0|AMB-336297|0
U||12|0|.0000|.0000|0|AMB-338006|0
U||12|0|30.0000|30.0000|0|AMB-338110|0
U||18|0|6.0000|6.0000|0|AMB-338436|0
U||12|0|.0000|.0000|0|AMB-339186|0
U||774|0|168.0000|30.0000|0|AMB-339819|2
U||12|0|54.0000|54.0000|0|AMB-340504|0
U||12|0|18.0000|18.0000|0|AMB-341365|0
U||12|0|174.0000|138.0000|0|AMB-342857|0
U||12|0|42.0000|18.0000|0|AMB-343379|0
U||18|0|30.0000|18.0000|0|AMB-344206|0
U||12|0|.0000|.0000|0|AMB-344865|0
U||72|0|24.0000|.0000|0|AMB-346510|1
U||12|0|18.0000|18.0000|0|AMB-346960|0
U||222|0|546.0000|738.0000|0|AMB-349471|3
U||12|0|102.0000|174.0000|0|AMB-350054|0
U||12|0|.0000|.0000|0|AMB-350223|0
U||12|0|42.0000|42.0000|0|AMB-351653|0
U||12|0|6.0000|6.0000|0|AMB-351752|0
U||12|0|6.0000|6.0000|0|AMB-353548|0
U||12|0|6.0000|6.0000|0|AMB-356639|0
U||60|0|6.0000|6.0000|0|AMB-357636|1
U||12|0|18.0000|18.0000|0|AMB-358862|0
U||12|0|18.0000|6.0000|0|AMB-360763|0
U||12|0|6.0000|6.0000|0|AMB-361017|0
U||12|0|6.0000|6.0000|0|AMB-361094|0
U||12|0|12.0000|18.0000|0|AMB-363081|0
U||12|0|.0000|.0000|0|AMB-365749|0
U||12|0|42.0000|42.0000|0|AMB-366267|0
U||12|0|.0000|.0000|0|AMB-367236|0
U||18|0|90.0000|78.0000|0|AMB-367989|0
U||672|0|384.0000|312.0000|0|AMB-369634|4
U||18|0|36.0000|.0000|0|AMB-370374|0
U||12|0|.0000|.0000|0|AMB-371072|0
U||12|0|.0000|.0000|0|AMB-372736|0
U||12|0|.0000|.0000|0|AMB-373232|0
U||240|0|3198.0000|7416.0000|0|AMB-375401|3
U||18|0|.0000|.0000|0|AMB-376071|0
U||552|0|6.0000|390.0000|0|AMB-376439|3
U||12|0|6.0000|18.0000|0|AMB-376736|0
U||12|0|6.0000|6.0000|0|AMB-377997|0
U||18|0|42.0000|42.0000|0|AMB-379231|0
U||12|0|18.0000|18.0000|0|AMB-379610|0
U||60|0|156.0000|150.0000|0|AMB-379840|1
U||12|0|18.0000|42.0000|0|AMB-382230|0
U||12|0|.0000|.0000|0|AMB-384009|0
U||12|0|.0000|.0000|0|AMB-384130|0
U||12|0|6.0000|6.0000|0|AMB-387681|0
U||12|0|18.0000|30.0000|0|AMB-388246|0
U||12|0|.0000|.0000|0|AMB-389805|0
U||12|0|18.0000|6.0000|0|AMB-390115|0
U||12|0|30.0000|30.0000|0|AMB-394501|0
U||12|0|6.0000|6.0000|0|AMB-396203|0
U||12|0|6.0000|6.0000|0|AMB-398435|0
U||66|0|66.0000|.0000|0|AMB-398472|1
U||12|0|6.0000|6.0000|0|AMB-400250|0
U||12|0|.0000|.0000|0|AMB-401211|0
U||12|0|.0000|18.0000|0|AMB-401278|0
U||12|0|312.0000|306.0000|0|AMB-401696|0
U||12|0|.0000|.0000|0|AMB-402678|0
U||18|0|6.0000|6.0000|0|AMB-402778|0
U||12|0|6.0000|6.0000|0|AMB-405851|0
U||12|0|6.0000|6.0000|0|AMB-406806|0
U||66|0|78.0000|66.0000|0|AMB-406929|1
U||12|0|6.0000|6.0000|0|AMB-407147|0
U||12|0|.0000|.0000|0|AMB-407378|0
U||18|0|.0000|.0000|0|AMB-407413|0
U||12|0|6.0000|6.0000|0|AMB-408341|0
U||12|0|.0000|.0000|0|AMB-408416|0
U||12|0|.0000|.0000|0|AMB-409576|0
U||12|0|.0000|.0000|0|AMB-409625|0
U||12|0|.0000|.0000|0|AMB-414986|0
U||12|0|.0000|.0000|0|AMB-415239|0
U||12|0|6.0000|18.0000|0|AMB-425614|0
U||12|0|12.0000|6.0000|0|AMB-428881|0
U||12|0|.0000|.0000|0|AMB-431999|0
U||12|0|6.0000|6.0000|0|AMB-432374|0
U||18|0|6.0000|6.0000|0|AMB-434916|0
U||12|0|162.0000|18.0000|0|AMB-435476|0
U||18|0|1272.0000|1212.0000|0|AMB-436299|0
U||12|0|6.0000|6.0000|0|AMB-436324|0
U||12|0|.0000|.0000|0|AMB-436548|0
U||12|0|18.0000|18.0000|0|AMB-436749|0
U||12|0|150.0000|132.0000|0|AMB-437674|0
U||12|0|.0000|.0000|0|AMB-438171|0
U||12|0|18.0000|18.0000|0|AMB-440069|0
U||12|0|.0000|.0000|0|AMB-440319|0
U||12|0|6.0000|6.0000|0|AMB-440853|0
U||12|0|.0000|.0000|0|AMB-442439|0
U||12|0|18.0000|18.0000|0|AMB-443422|0
U||12|0|282.0000|66.0000|0|AMB-447418|0
U||12|0|.0000|.0000|0|AMB-447652|0
U||60|0|42.0000|42.0000|0|AMB-449467|1
U||150|0|6.0000|6.0000|0|AMB-450721|2
U||18|0|6.0000|18.0000|0|AMB-451763|0
U||1380|0|702.0000|624.0000|0|AMB-452026|5
U||12|0|6.0000|6.0000|0|AMB-452954|0
U||60|0|30.0000|30.0000|0|AMB-453727|1
U||12|0|6.0000|6.0000|0|AMB-454179|0
U||12|0|6.0000|6.0000|0|AMB-455480|0
U||18|0|78.0000|42.0000|0|AMB-456098|0
U||12|0|.0000|.0000|0|AMB-457292|0
U||12|0|.0000|.0000|0|AMB-458392|0
U||72|0|30.0000|1134.0000|0|AMB-459765|1
U||72|0|6.0000|18.0000|0|AMB-462068|1
U||12|0|.0000|.0000|0|AMB-463948|0
U||12|0|.0000|.0000|0|AMB-464786|0
U||12|0|.0000|.0000|0|AMB-465110|0
U||60|0|18.0000|18.0000|0|AMB-465451|1
U||60|0|390.0000|90.0000|0|AMB-466786|1
U||12|0|6.0000|6.0000|0|AMB-467453|0
U||12|0|90.0000|66.0000|0|AMB-468215|0
U||18|0|30.0000|6.0000|0|AMB-468907|0
U||12|0|78.0000|60.0000|0|AMB-469280|0
U||12|0|6.0000|6.0000|0|AMB-470305|0
U||12|0|.0000|.0000|0|AMB-472677|0
U||12|0|6.0000|6.0000|0|AMB-475024|0
U||12|0|.0000|.0000|0|AMB-476068|0
U||12|0|66.0000|18.0000|0|AMB-476814|0
U||12|0|6.0000|6.0000|0|AMB-478309|0
U||18|0|150.0000|156.0000|0|AMB-479448|0
U||12|0|18.0000|18.0000|0|AMB-482433|0
U||12|0|6.0000|18.0000|0|AMB-482973|0
U||12|0|6.0000|6.0000|0|AMB-484137|0
U||18|0|6.0000|6.0000|0|AMB-485456|0
U||12|0|.0000|.0000|0|AMB-486802|0
U||12|0|6.0000|6.0000|0|AMB-488851|0
U||12|0|42.0000|18.0000|0|AMB-491386|0
U||18|0|78.0000|66.0000|0|AMB-491661|0
U||12|0|.0000|.0000|0|AMB-493611|0
U||12|0|78.0000|78.0000|0|AMB-494954|0
U||18|0|78.0000|60.0000|0|AMB-497891|0
U||12|0|54.0000|90.0000|0|AMB-498951|0
U||12|0|18.0000|18.0000|0|AMB-500809|0
U||12|0|.0000|.0000|0|AMB-502613|0
U||12|0|.0000|.0000|0|AMB-503597|0
U||12|0|.0000|.0000|0|AMB-506064|0
U||12|0|18.0000|42.0000|0|AMB-506561|0
U||12|0|120.0000|102.0000|0|AMB-507316|0
U||12|0|.0000|.0000|0|AMB-507874|0
U||30|0|30.0000|6.0000|0|AMB-508132|0
U||12|0|6.0000|18.0000|0|AMB-510261|0
U||12|0|102.0000|.0000|0|AMB-511044|0
U||12|0|6.0000|18.0000|0|AMB-512250|0
U||12|0|42.0000|18.0000|0|AMB-513121|0
U||66|0|.0000|.0000|0|AMB-513899|1
U||12|0|.0000|.0000|0|AMB-514444|0
U||78|0|18.0000|18.0000|0|AMB-516762|1
U||18|0|66.0000|78.0000|0|AMB-517379|0
U||12|0|30.0000|30.0000|0|AMB-517842|0
U||12|0|18.0000|18.0000|0|AMB-518465|0
U||12|0|6.0000|6.0000|0|AMB-521264|0
U||12|0|6.0000|6.0000|0|AMB-523127|0
U||12|0|12.0000|.0000|0|AMB-525944|0
U||12|0|.0000|.0000|0|AMB-526769|0
U||12|0|6.0000|6.0000|0|AMB-527985|0
U||12|0|18.0000|6.0000|0|AMB-529324|0
U||12|0|54.0000|774.0000|0|AMB-530025|0
U||96|0|.0000|.0000|0|AMB-531709|1
U||12|0|.0000|.0000|0|AMB-532053|0
U||12|0|.0000|.0000|0|AMB-532343|0
U||12|0|.0000|.0000|0|AMB-532394|0
U||12|0|6.0000|6.0000|0|AMB-534996|0
U||12|0|.0000|.0000|0|AMB-535622|0
U||12|0|378.0000|378.0000|0|AMB-537191|0
U||12|0|.0000|.0000|0|AMB-539425|0
U||12|0|18.0000|18.0000|0|AMB-540100|0
U||12|0|6.0000|6.0000|0|AMB-540774|0
U||12|0|30.0000|18.0000|0|AMB-542215|0
U||756|0|120.0000|.0000|0|AMB-543107|1
U||12|0|6.0000|6.0000|0|AMB-543856|0
U||12|0|.0000|.0000|0|AMB-544121|0
U||12|0|6.0000|6.0000|0|AMB-544863|0
U||12|0|30.0000|48.0000|0|AMB-548214|0
U||12|0|66.0000|66.0000|0|AMB-548795|0
U||12|0|.0000|.0000|0|AMB-550828|0
U||12|0|.0000|.0000|0|AMB-551192|0
U||12|0|.0000|.0000|0|AMB-555584|0
U||12|0|.0000|.0000|0|AMB-555617|0
U||12|0|.0000|.0000|0|AMB-555663|0
U||12|0|.0000|.0000|0|AMB-556044|0
U||12|0|42.0000|594.0000|0|AMB-556047|0
U||18|0|.0000|.0000|0|AMB-560331|0
U||12|0|18.0000|18.0000|0|AMB-562245|0
U||12|0|18.0000|18.0000|0|AMB-563347|0
U||12|0|18.0000|6.0000|0|AMB-563767|0
U||18|0|42.0000|42.0000|0|AMB-563940|0
U||72|0|270.0000|318.0000|0|AMB-565130|1
U||12|0|30.0000|42.0000|0|AMB-565171|0
U||60|0|1194.0000|762.0000|0|AMB-565676|1
U||1050|0|600.0000|4728.0000|0|AMB-565792|5
U||12|0|18.0000|18.0000|0|AMB-565810|0
U||12|0|.0000|.0000|0|AMB-565955|0
U||12|0|.0000|.0000|0|AMB-567108|0
U||12|0|6.0000|6.0000|0|AMB-571240|0
U||12|0|30.0000|18.0000|0|AMB-571744|0
U||12|0|.0000|.0000|0|AMB-572079|0
U||18|0|.0000|.0000|0|AMB-572117|0
U||18|0|.0000|.0000|0|AMB-574240|0
U||12|0|6.0000|6.0000|0|AMB-575202|0
U||18|0|42.0000|42.0000|0|AMB-575238|0
U||12|0|.0000|.0000|0|AMB-575430|0
U||102|0|210.0000|18.0000|0|AMB-576707|1
U||528|0|54.0000|1548.0000|0|AMB-577886|3
U||12|0|.0000|.0000|0|AMB-577958|0
U||12|0|.0000|.0000|0|AMB-578139|0
U||12|0|6.0000|6.0000|0|AMB-578492|0
U||354|0|66.0000|1476.0000|0|AMB-580115|3
U||12|0|36.0000|1290.0000|0|AMB-583100|0
U||12|0|102.0000|126.0000|0|AMB-583717|0
U||12|0|.0000|.0000|0|AMB-584127|0
U||12|0|6.0000|6.0000|0|AMB-585159|0
U||12|0|18.0000|18.0000|0|AMB-586920|0
U||12|0|6.0000|6.0000|0|AMB-587251|0
U||12|0|30.0000|30.0000|0|AMB-591274|0
U||18|0|222.0000|18.0000|0|AMB-594147|0
U||18|0|30.0000|24.0000|0|AMB-594454|0
U||12|0|.0000|.0000|0|AMB-595855|0
U||12|0|6.0000|6.0000|0|AMB-597920|0
U||12|0|.0000|.0000|0|AMB-597993|0
U||648|0|144.0000|18.0000|0|AMB-598408|1
U||12|0|6.0000|6.0000|0|AMB-601825|0
U||12|0|6.0000|6.0000|0|AMB-606078|0
U||12|0|18.0000|24.0000|0|AMB-607521|0
U||12|0|6.0000|6.0000|0|AMB-607528|0
U||12|0|222.0000|18.0000|0|AMB-607905|0
U||12|0|.0000|.0000|0|AMB-610521|0
U||12|0|18.0000|18.0000|0|AMB-611454|0
U||12|0|42.0000|30.0000|0|AMB-611966|0
U||12|0|.0000|.0000|0|AMB-613728|0
